Key,English,Ukrainian
PROPQUEST_SCENARIO_INC_000324,"Please bring me 5 rocks from each continent - Flaris, Darkon, and Saint Morning. Good luck!","Please bring me 5 rocks from each continent - Flaris, Darkon, and Saint Morning. Good luck!"
PROPQUEST_SCENARIO_INC_000325,There are ancient altars on each continent. Please bring me 5 rocks from each contient.,There are ancient altars on each continent. Please bring me 5 rocks from each contient.
PROPQUEST_SCENARIO_INC_000327,Plot Begins,Plot Begins
PROPQUEST_SCENARIO_INC_000328,"This is evidence that the continents were once one land mass. I am trusting you with this information because, well...","This is evidence that the continents were once one land mass. I am trusting you with this information because, well..."
PROPQUEST_SCENARIO_INC_000329,...we are in the same boat now. We are in danger together. Would you go through with me to the end?,...we are in the same boat now. We are in danger together. Would you go through with me to the end?
PROPQUEST_SCENARIO_INC_000330,Okay. Now please deliver this to Gothante. He is the chairman of the History Society in Saint City. Do not forget to be aware of the assasins.,Okay. Now please deliver this to Gothante. He is the chairman of the History Society in Saint City. Do not forget to be aware of the assasins.
PROPQUEST_SCENARIO_INC_000331,"I do not want to force you, but never forget that you are in danger.","I do not want to force you, but never forget that you are in danger."
PROPQUEST_SCENARIO_INC_000332,This... This is... Bubble protect us. Martinyc has finally crossed the line. It is about time.,This... This is... Bubble protect us. Martinyc has finally crossed the line. It is about time.
PROPQUEST_SCENARIO_INC_000333,Thank you very much. Take this letter of recommendation and visit Hachal in Darkon 1.,Thank you very much. Take this letter of recommendation and visit Hachal in Darkon 1.
PROPQUEST_SCENARIO_INC_000334,I am sure he can help you. Take care!,I am sure he can help you. Take care!
PROPQUEST_SCENARIO_INC_000335,Do you want to know about the true history of Madrigal? Then I am the man to talk to.,Do you want to know about the true history of Madrigal? Then I am the man to talk to.
PROPQUEST_SCENARIO_INC_000336,"Deliver this to Gothante, he is the Chairman of the History Society in Saint City.","Deliver this to Gothante, he is the Chairman of the History Society in Saint City."
PROPQUEST_SCENARIO_INC_000338,Chapter 1 The Field of Bubble,Chapter 1 The Field of Bubble
PROPQUEST_SCENARIO_INC_000339,Hmm? Did Gothante tell you to visit me? Why?,Hmm? Did Gothante tell you to visit me? Why?
PROPQUEST_SCENARIO_INC_000340,"Oh, I see. Iblis watch over me, what is this information!? Who could have dug up this much of the past? Only one person?","Oh, I see. Iblis watch over me, what is this information!? Who could have dug up this much of the past? Only one person?"
PROPQUEST_SCENARIO_INC_000341,Martinyc of course. She has finally done what we all knew she would. She does not fear death like she should. The young are too fearless these days.,Martinyc of course. She has finally done what we all knew she would. She does not fear death like she should. The young are too fearless these days.
PROPQUEST_SCENARIO_INC_000342,Aw well we all knew that the true history of Madrigal would be discovered eventually. And we all knew that Martinyc would be the one to uncover it.,Aw well we all knew that the true history of Madrigal would be discovered eventually. And we all knew that Martinyc would be the one to uncover it.
PROPQUEST_SCENARIO_INC_000343,By the way... Are you going to continue with this?,By the way... Are you going to continue with this?
PROPQUEST_SCENARIO_INC_000344,Good. We will go to the Field of Bubble. There is more evidence to be found there. Hurry.,Good. We will go to the Field of Bubble. There is more evidence to be found there. Hurry.
PROPQUEST_SCENARIO_INC_000345,"What? No, you cannot stop now. You have come so far.","What? No, you cannot stop now. You have come so far."
PROPQUEST_SCENARIO_INC_000346,Ahhh you are here finally. Give me the data and letter of recommendation.,Ahhh you are here finally. Give me the data and letter of recommendation.
PROPQUEST_SCENARIO_INC_000347,This place is very strange... Hmm... Field of Bubble... What do you think about it?,This place is very strange... Hmm... Field of Bubble... What do you think about it?
PROPQUEST_SCENARIO_INC_000348,"You know the Field of Bubble, right? I think we can find some evidence there. Lets go! Hurry up!","You know the Field of Bubble, right? I think we can find some evidence there. Lets go! Hurry up!"
PROPQUEST_SCENARIO_INC_000350,Chapter 1: Field of Bubble: The Strange Pattern,Chapter 1: Field of Bubble: The Strange Pattern
PROPQUEST_SCENARIO_INC_000351,Before you showed up I took a look around and found something strange to the North. The ground was dug up and...,Before you showed up I took a look around and found something strange to the North. The ground was dug up and...
PROPQUEST_SCENARIO_INC_000352,...it looked like some kind of pattern. I could get a close look at it because it was surrounded .,...it looked like some kind of pattern. I could get a close look at it because it was surrounded .
PROPQUEST_SCENARIO_INC_000353,Strange fellows were hanging around there. I think they were defending something. There was no way I could have fought them off.,Strange fellows were hanging around there. I think they were defending something. There was no way I could have fought them off.
PROPQUEST_SCENARIO_INC_000354,Would you check? I am sure they are no match for you.,Would you check? I am sure they are no match for you.
PROPQUEST_SCENARIO_INC_000355,Great! I am sure that there is something to that pattern. Check it closely and bring me what you find.,Great! I am sure that there is something to that pattern. Check it closely and bring me what you find.
PROPQUEST_SCENARIO_INC_000356,Are you really ready to give up? I cannot force you but think about the future.,Are you really ready to give up? I cannot force you but think about the future.
PROPQUEST_SCENARIO_INC_000357,Oh! This! The legend is... Martinyc was right! Oh... What should we do now... Iblis watch over me!,Oh! This! The legend is... Martinyc was right! Oh... What should we do now... Iblis watch over me!
PROPQUEST_SCENARIO_INC_000358,Were those fellows too strong for you? Bring more people with you and continue checking. I am not strong enough to help you with them.,Were those fellows too strong for you? Bring more people with you and continue checking. I am not strong enough to help you with them.
PROPQUEST_SCENARIO_INC_000359,I am sure we can find out something by checking the pattern. Please check it carefully and bring me whatever you get.,I am sure we can find out something by checking the pattern. Please check it carefully and bring me whatever you get.
PROPQUEST_SCENARIO_INC_000361,Chapter 1: Field of Bubble: The Violet Magician Troupe,Chapter 1: Field of Bubble: The Violet Magician Troupe
PROPQUEST_SCENARIO_INC_000362,Hmm... I checked the cloth piece you brought me. It seems like the pattern on the cloth piece is the same as the one I saw on the ground.,Hmm... I checked the cloth piece you brought me. It seems like the pattern on the cloth piece is the same as the one I saw on the ground.
PROPQUEST_SCENARIO_INC_000363,"However, there is a mystrious power in this cloth piece. I will check it out some more. By the way, have you ever heard of the Magic Troupe in Purple? I found out about them by chance.","However, there is a mystrious power in this cloth piece. I will check it out some more. By the way, have you ever heard of the Magic Troupe in Purple? I found out about them by chance."
PROPQUEST_SCENARIO_INC_000364,"I do not know the details, but I know that this group has something to do with the secrets of Madrigal.","I do not know the details, but I know that this group has something to do with the secrets of Madrigal."
PROPQUEST_SCENARIO_INC_000365,I think we need more information about this Troupe. How about helping me once more? Would you do that for me?,I think we need more information about this Troupe. How about helping me once more? Would you do that for me?
PROPQUEST_SCENARIO_INC_000366,Great! Please gather information about the Troupe and its members. You will have to fight them to get any information out of them.,Great! Please gather information about the Troupe and its members. You will have to fight them to get any information out of them.
PROPQUEST_SCENARIO_INC_000367,You are afraid of them? I can hardly believe that. Ha ha ha.,You are afraid of them? I can hardly believe that. Ha ha ha.
PROPQUEST_SCENARIO_INC_000368,Hmm... That was exactly what I thought... Now go back and take a rest. But please visit me again later. Thank you very much.,Hmm... That was exactly what I thought... Now go back and take a rest. But please visit me again later. Thank you very much.
PROPQUEST_SCENARIO_INC_000369,Was it too much for you? Ah...but we need information about them.,Was it too much for you? Ah...but we need information about them.
PROPQUEST_SCENARIO_INC_000370,Fight them to get information from them. I will meet you in Darken.,Fight them to get information from them. I will meet you in Darken.
PROPQUEST_SCENARIO_INC_000372,Chapter 2 Hill of Shade,Chapter 2 Hill of Shade
PROPQUEST_SCENARIO_INC_000373,Hey! Great timing! I have just found out about something very interesting.,Hey! Great timing! I have just found out about something very interesting.
PROPQUEST_SCENARIO_INC_000374,"Do you know what this is? Well, I am sure you do not but I will tell you.","Do you know what this is? Well, I am sure you do not but I will tell you."
PROPQUEST_SCENARIO_INC_000375,This is an entire picture of the pattern we found. I found it in one of my books but it was the only picture I could find.,This is an entire picture of the pattern we found. I found it in one of my books but it was the only picture I could find.
PROPQUEST_SCENARIO_INC_000376,I need your help once again. Would you do ma a favor?,I need your help once again. Would you do ma a favor?
PROPQUEST_SCENARIO_INC_000377,Take this picture. Please deliver it to Rovanett in the National Library in Saint City. You can find her at Saint Hall.,Take this picture. Please deliver it to Rovanett in the National Library in Saint City. You can find her at Saint Hall.
PROPQUEST_SCENARIO_INC_000378,Hey we are in this together. We are all in the same boat. You would do better to help me You know that.,Hey we are in this together. We are all in the same boat. You would do better to help me You know that.
PROPQUEST_SCENARIO_INC_000379,Hmm... Is this what Hachal said? Good job. Thank you very much. Let me check.,Hmm... Is this what Hachal said? Good job. Thank you very much. Let me check.
PROPQUEST_SCENARIO_INC_000380,History is always more interesting than current events but this is especially mysterious.,History is always more interesting than current events but this is especially mysterious.
PROPQUEST_SCENARIO_INC_000381,Here. Take this picture. Please deliver it to Rovanett who is working in the National Library in Saint City. You can find her in Saint Hall.,Here. Take this picture. Please deliver it to Rovanett who is working in the National Library in Saint City. You can find her in Saint Hall.
PROPQUEST_SCENARIO_INC_000383,Chapter 2 Hill of Shade: The Great Troupe Leader.,Chapter 2 Hill of Shade: The Great Troupe Leader.
PROPQUEST_SCENARIO_INC_000384,Oh your story about the pattern reminds me of something I read in one of the ancient texts.,Oh your story about the pattern reminds me of something I read in one of the ancient texts.
PROPQUEST_SCENARIO_INC_000385,Do you know the Hill of Shade? I found it in one of my books but have only dared to venture there once.,Do you know the Hill of Shade? I found it in one of my books but have only dared to venture there once.
PROPQUEST_SCENARIO_INC_000386,There is a pattern similar to the one that you saw in the Field of Bubble. Or maybe it was exactly the same. If those two patterns are the same...,There is a pattern similar to the one that you saw in the Field of Bubble. Or maybe it was exactly the same. If those two patterns are the same...
PROPQUEST_SCENARIO_INC_000387,...maybe you can also find a cloth piece over there. Would you please go and check?,...maybe you can also find a cloth piece over there. Would you please go and check?
PROPQUEST_SCENARIO_INC_000388,Thank you. Please check around for the pattern in the Hill of Shade. Oh! Please be careful because there is something very fierce over there!,Thank you. Please check around for the pattern in the Hill of Shade. Oh! Please be careful because there is something very fierce over there!
PROPQUEST_SCENARIO_INC_000389,I understand but if you ever get the chance would you please check?,I understand but if you ever get the chance would you please check?
PROPQUEST_SCENARIO_INC_000390,"Iblis above, you look terrible. I appreciate your hard work. You did exceptional work. Let me compare the two cloth pieces.","Iblis above, you look terrible. I appreciate your hard work. You did exceptional work. Let me compare the two cloth pieces."
PROPQUEST_SCENARIO_INC_000391,Maybe the monster I mentioned earlier was too much for you to handle? You can try again if you wish or not up to you.,Maybe the monster I mentioned earlier was too much for you to handle? You can try again if you wish or not up to you.
PROPQUEST_SCENARIO_INC_000392,Please check around for the pattern in the Hill of Shade. Oh! Please be careful because there is something very fierce over there!,Please check around for the pattern in the Hill of Shade. Oh! Please be careful because there is something very fierce over there!
PROPQUEST_SCENARIO_INC_000394,Chapter 2 Hill of Shade: History of Hardship,Chapter 2 Hill of Shade: History of Hardship
PROPQUEST_SCENARIO_INC_000395,I finished checking the data that Hachal provided. Please deliver this to Hachal.,I finished checking the data that Hachal provided. Please deliver this to Hachal.
PROPQUEST_SCENARIO_INC_000396,I hope you will continue to be as lucky as you have been.,I hope you will continue to be as lucky as you have been.
PROPQUEST_SCENARIO_INC_000397,If not you then who? No one can take this job!,If not you then who? No one can take this job!
PROPQUEST_SCENARIO_INC_000398,Hmm... History of Hardship. So did he give this to you? Excellent. If he says this will be useful then I am sure it will.,Hmm... History of Hardship. So did he give this to you? Excellent. If he says this will be useful then I am sure it will.
PROPQUEST_SCENARIO_INC_000399,See you later. Take care.,See you later. Take care.
PROPQUEST_SCENARIO_INC_000400,Did Rovanett say anything? That makes no sense. Please visit her again. She must have something to say to you.,Did Rovanett say anything? That makes no sense. Please visit her again. She must have something to say to you.
PROPQUEST_SCENARIO_INC_000401,I finished checking the data which Hachal requested. Please deliver this to Hachal.,I finished checking the data which Hachal requested. Please deliver this to Hachal.
PROPQUEST_SCENARIO_INC_000403,Chapter 3 Purple Magician,Chapter 3 Purple Magician
PROPQUEST_SCENARIO_INC_000404,Hey. It seems like the altar and Magic Troupe have something to do with...,Hey. It seems like the altar and Magic Troupe have something to do with...
PROPQUEST_SCENARIO_INC_000405,...the Purple Magician in this book. History of Hardship. Only it says that the Black Magician and the Magician in Purple are the same person. The same person that fought alongside the heroes in the Hero Wars. That does not make sense.,...the Purple Magician in this book. History of Hardship. Only it says that the Black Magician and the Magician in Purple are the same person. The same person that fought alongside the heroes in the Hero Wars. That does not make sense.
PROPQUEST_SCENARIO_INC_000406,"It is something really unbelievable, but it is also something we should believe.","It is something really unbelievable, but it is also something we should believe."
PROPQUEST_SCENARIO_INC_000407,I think this is the best I can do for now but I will never stop looking for the truth.,I think this is the best I can do for now but I will never stop looking for the truth.
PROPQUEST_SCENARIO_INC_000408,You! I want you to show this to someone. Can you do that right now?,You! I want you to show this to someone. Can you do that right now?
PROPQUEST_SCENARIO_INC_000409,Yes! Please deliver this to Gothante in Saint City. He is he head of the History Society.,Yes! Please deliver this to Gothante in Saint City. He is he head of the History Society.
PROPQUEST_SCENARIO_INC_000410,I understand that you have other things to do. But this is very important. Come back soon.,I understand that you have other things to do. But this is very important. Come back soon.
PROPQUEST_SCENARIO_INC_000411,Hey! Long time no see! Did you meet Hachal? What is this?,Hey! Long time no see! Did you meet Hachal? What is this?
PROPQUEST_SCENARIO_INC_000412,Oh... Bubble protect us! Is this true? Oh... Oh... This is too big to deal with alone.,Oh... Bubble protect us! Is this true? Oh... Oh... This is too big to deal with alone.
PROPQUEST_SCENARIO_INC_000413,"I am really glad to see you again, but did Hachal tell you to meet me? For what?","I am really glad to see you again, but did Hachal tell you to meet me? For what?"
PROPQUEST_SCENARIO_INC_000414,Please deliver this to Gothante in Saint City.,Please deliver this to Gothante in Saint City.
PROPQUEST_SCENARIO_INC_000416,Chapter 3 Purple Magician: The Secret of the Altar,Chapter 3 Purple Magician: The Secret of the Altar
PROPQUEST_SCENARIO_INC_000417,Hmm... I have some good theories but we are going to need more information about the altar and the Magic Troupe.,Hmm... I have some good theories but we are going to need more information about the altar and the Magic Troupe.
PROPQUEST_SCENARIO_INC_000418,I think there is something in the altar. I have a strong feeling that we could find something there if we look closely enough.,I think there is something in the altar. I have a strong feeling that we could find something there if we look closely enough.
PROPQUEST_SCENARIO_INC_000419,Listen. This is very important. Just stick with this until the end. Would you?,Listen. This is very important. Just stick with this until the end. Would you?
PROPQUEST_SCENARIO_INC_000420,Please check the altar until you can find some evidence.,Please check the altar until you can find some evidence.
PROPQUEST_SCENARIO_INC_000421,"What could be more important than this? Oh fine, just go.","What could be more important than this? Oh fine, just go."
PROPQUEST_SCENARIO_INC_000422,Hmm... Everything is written in an ancient language. But we can translate it. Thanks.,Hmm... Everything is written in an ancient language. But we can translate it. Thanks.
PROPQUEST_SCENARIO_INC_000423,Please come back to me after the translation is over. Let me bring this book to the translator.,Please come back to me after the translation is over. Let me bring this book to the translator.
PROPQUEST_SCENARIO_INC_000424,"You can check all of the 3 altars, bring any evidence you find at any of them.","You can check all of the 3 altars, bring any evidence you find at any of them."
PROPQUEST_SCENARIO_INC_000425,Please check the altar until you find out something of importance.,Please check the altar until you find out something of importance.
PROPQUEST_SCENARIO_INC_000427,Chapter 3 Purple Magician: A Mysterious Bead.,Chapter 3 Purple Magician: A Mysterious Bead.
PROPQUEST_SCENARIO_INC_000428,I have finished translating the book. The Purple Magician and the Black Magician are the same person! Just as Hachal said!,I have finished translating the book. The Purple Magician and the Black Magician are the same person! Just as Hachal said!
PROPQUEST_SCENARIO_INC_000429,It looks like the purple altar was made by the Magician in Purple for some kind of religious service.,It looks like the purple altar was made by the Magician in Purple for some kind of religious service.
PROPQUEST_SCENARIO_INC_000430,It seems that they were attempting to transcend to a better existence but how?,It seems that they were attempting to transcend to a better existence but how?
PROPQUEST_SCENARIO_INC_000431,"As always, I have a few good theories but I need more data. Always more data! I want answers now!","As always, I have a few good theories but I need more data. Always more data! I want answers now!"
PROPQUEST_SCENARIO_INC_000432,"Would you help me again? I can see the curiosity in your eyes, same as mine. Am I right?","Would you help me again? I can see the curiosity in your eyes, same as mine. Am I right?"
PROPQUEST_SCENARIO_INC_000433,Very well! Then please check the Field of Bubble and the Hill of Shade more carefully. I am really sure there is something over there!,Very well! Then please check the Field of Bubble and the Hill of Shade more carefully. I am really sure there is something over there!
PROPQUEST_SCENARIO_INC_000434,"Fine, return to me when you get the time.","Fine, return to me when you get the time."
PROPQUEST_SCENARIO_INC_000435,Oh... What a strong magical power this bead has... Oh... What a surprise!,Oh... What a strong magical power this bead has... Oh... What a surprise!
PROPQUEST_SCENARIO_INC_000436,"Good job...But something like this is completely out of my range. Let me think for a moment. Yes, I have it!","Good job...But something like this is completely out of my range. Let me think for a moment. Yes, I have it!"
PROPQUEST_SCENARIO_INC_000437,Please deliver this to the Great Magician Laola in Darkon 3.,Please deliver this to the Great Magician Laola in Darkon 3.
PROPQUEST_SCENARIO_INC_000438,I have a bad feeling about this. I have never been wrong about anything. I hope I am this time.,I have a bad feeling about this. I have never been wrong about anything. I hope I am this time.
PROPQUEST_SCENARIO_INC_000439,"Please, once more, check the Field of Bubble and the Hill of Shade. I am sure that there is more to be found!","Please, once more, check the Field of Bubble and the Hill of Shade. I am sure that there is more to be found!"
PROPQUEST_SCENARIO_INC_000441,Chapter 3 Purple Magician: The Great Magician Laola,Chapter 3 Purple Magician: The Great Magician Laola
PROPQUEST_SCENARIO_INC_000442,"Oh, you are here finally. I cannot say that your arrival is entirely a surprise. I am Laola the Great Magician *cough* *cough*.","Oh, you are here finally. I cannot say that your arrival is entirely a surprise. I am Laola the Great Magician *cough* *cough*."
PROPQUEST_SCENARIO_INC_000443,"I can see in your face that you do not believe me. I guess, looking at myself, I do not look like such a Great Magician.","I can see in your face that you do not believe me. I guess, looking at myself, I do not look like such a Great Magician."
PROPQUEST_SCENARIO_INC_000444,Magic always has a high cost and I used some terrible magic back then.,Magic always has a high cost and I used some terrible magic back then.
PROPQUEST_SCENARIO_INC_000445,"But never mind that, show me the bead you brought, I can feel its power from here.","But never mind that, show me the bead you brought, I can feel its power from here."
PROPQUEST_SCENARIO_INC_000446,"Yes, this is it. I have to check this first, so please come back to me in a minute.","Yes, this is it. I have to check this first, so please come back to me in a minute."
PROPQUEST_SCENARIO_INC_000447,"*cough* *cough* Hey, do not be too greedy. Something that powerful could corrupt you to your core. *cough* *cough*","*cough* *cough* Hey, do not be too greedy. Something that powerful could corrupt you to your core. *cough* *cough*"
PROPQUEST_SCENARIO_INC_000448,"Hmmm I did not know he could make something like this, but I cannot say that I am surprised.","Hmmm I did not know he could make something like this, but I cannot say that I am surprised."
PROPQUEST_SCENARIO_INC_000449,"It is no secret why I am called the Great Magician. Though, I have learned that being a great magician, does not make you a great person. *cough*","It is no secret why I am called the Great Magician. Though, I have learned that being a great magician, does not make you a great person. *cough*"
PROPQUEST_SCENARIO_INC_000450,"This is it. I have to check this first, so please come back to me in a minute.","This is it. I have to check this first, so please come back to me in a minute."
PROPQUEST_SCENARIO_INC_000452,Chapter 3 Purple Magician: Identity of the Purple Magician,Chapter 3 Purple Magician: Identity of the Purple Magician
PROPQUEST_SCENARIO_INC_000453,"*cough* *cough* This bead, with all of its power, was crafted by the only pupil I ever had, Lapranche. *cough*","*cough* *cough* This bead, with all of its power, was crafted by the only pupil I ever had, Lapranche. *cough*"
PROPQUEST_SCENARIO_INC_000454,She is the Black Magician. I was also the Black Magician at one point. We have often been confused for each other throughout history. *Sigh* It seems that Lapranche found out about them.,She is the Black Magician. I was also the Black Magician at one point. We have often been confused for each other throughout history. *Sigh* It seems that Lapranche found out about them.
PROPQUEST_SCENARIO_INC_000455,"You believe in them now right? If you are looking to me for answers about what they were, you are wasting your time. All I know is that they created all of Madrigal and that they were once agents of Rhisis.","You believe in them now right? If you are looking to me for answers about what they were, you are wasting your time. All I know is that they created all of Madrigal and that they were once agents of Rhisis."
PROPQUEST_SCENARIO_INC_000456,"Yes Lapranche found out about them and attempted to bring them back to this world with the Purple Magic, the same magic that drained me of so much.","Yes Lapranche found out about them and attempted to bring them back to this world with the Purple Magic, the same magic that drained me of so much."
PROPQUEST_SCENARIO_INC_000457,Do me a favor would you?,Do me a favor would you?
PROPQUEST_SCENARIO_INC_000459,You are afraid. I am not surprised. The world hangs in the balance. Who would not be scared? Go on. Get out of here.,You are afraid. I am not surprised. The world hangs in the balance. Who would not be scared? Go on. Get out of here.
PROPQUEST_SCENARIO_INC_000460,What a terrible... Where did they come from? Did you see them? Renegade Blades seemingly hired to kill me. It would appear that I know too much. What is that you have there?,What a terrible... Where did they come from? Did you see them? Renegade Blades seemingly hired to kill me. It would appear that I know too much. What is that you have there?
PROPQUEST_SCENARIO_INC_000461,"Oh, this! Is this the book that Laola wrote? Amazing","Oh, this! Is this the book that Laola wrote? Amazing"
PROPQUEST_SCENARIO_INC_000462,"Fine. Now we can begin the real reconstruction of the history of our world. Thank you. Oh, I may need you later on. See you then.","Fine. Now we can begin the real reconstruction of the history of our world. Thank you. Oh, I may need you later on. See you then."
PROPQUEST_SCENARIO_INC_000463,You could not find Loala? It is not like he is hiding or anything. Please try again.,You could not find Loala? It is not like he is hiding or anything. Please try again.
PROPQUEST_SCENARIO_INC_000464,Please deliver this book to Gothante. This may not be enough to save the world but it should be useful. Thank you and good luck.,Please deliver this book to Gothante. This may not be enough to save the world but it should be useful. Thank you and good luck.
PROPQUEST_SCENARIO_INC_000466,Chapter 4 Their Shadow,Chapter 4 Their Shadow
PROPQUEST_SCENARIO_INC_000467,"Oh, nice to see you again. I have found something based on the data you gave me. You know more than most about the Clowns at this point.","Oh, nice to see you again. I have found something based on the data you gave me. You know more than most about the Clowns at this point."
PROPQUEST_SCENARIO_INC_000468,"People have been talking about them for some time now. They are known as three devils that created our continents on accident and are bent on destroying them. During the Hero War, they were said to stand against the heroes of our land.","People have been talking about them for some time now. They are known as three devils that created our continents on accident and are bent on destroying them. During the Hero War, they were said to stand against the heroes of our land."
PROPQUEST_SCENARIO_INC_000469,"Lapranche was there, at the end of the Hero War, she was made the slave of One of the three Clown Gods. Shade, Goddess of Evil. Shade, marrying her Godly presence to the great power of Laola, attempted to destroy Bubble, God of Good, while Iblis, God of Neutrality, watched unmoved. Bubble rallied the heroes of Madrigal and stood against Shade with the strongest army our world has ever know at her back.","Lapranche was there, at the end of the Hero War, she was made the slave of One of the three Clown Gods. Shade, Goddess of Evil. Shade, marrying her Godly presence to the great power of Laola, attempted to destroy Bubble, God of Good, while Iblis, God of Neutrality, watched unmoved. Bubble rallied the heroes of Madrigal and stood against Shade with the strongest army our world has ever know at her back."
PROPQUEST_SCENARIO_INC_000470,"Poor Lapranche, the things she must have gone through And all this history has been distorted by the History Society. Curse them!","Poor Lapranche, the things she must have gone through And all this history has been distorted by the History Society. Curse them!"
PROPQUEST_SCENARIO_INC_000471,*sigh* Would you help me return this to Martinyc. She deserves to know what she helped uncover.,*sigh* Would you help me return this to Martinyc. She deserves to know what she helped uncover.
PROPQUEST_SCENARIO_INC_000473,"I see, you have something important to do. Would you come back to me after finishing that?","I see, you have something important to do. Would you come back to me after finishing that?"
PROPQUEST_SCENARIO_INC_000474,Long time no see! Are you coming back to let me know that I was right?,Long time no see! Are you coming back to let me know that I was right?
PROPQUEST_SCENARIO_INC_000475,"Yeah! I knew it! By the way, what is that?","Yeah! I knew it! By the way, what is that?"
PROPQUEST_SCENARIO_INC_000476,"Oh, now I wish I had been wrong! Thank you for bringing this to me. We will see each other again. Goodbye.","Oh, now I wish I had been wrong! Thank you for bringing this to me. We will see each other again. Goodbye."
PROPQUEST_SCENARIO_INC_000477,Have you brought something from the History Society? No? Then are you coming back just to talk to me? I am too shy for that.,Have you brought something from the History Society? No? Then are you coming back just to talk to me? I am too shy for that.
PROPQUEST_SCENARIO_INC_000478,Here is all the data I have. Please deliver this to Martinyc.,Here is all the data I have. Please deliver this to Martinyc.
PROPQUEST_SCENARIO_INC_000480,Journal of an Adventurer,Journal of an Adventurer
PROPQUEST_SCENARIO_INC_000482,Journal of an Adventurer (1),Journal of an Adventurer (1)
PROPQUEST_SCENARIO_INC_000483,"Hello Adventurer. Although you don't know me, I must ask a favor of you. I have found something… incredible. Bring it to the Mayor of Darkon right away.","Hello Adventurer. Although you don't know me, I must ask a favor of you. I have found something… incredible. Bring it to the Mayor of Darkon right away."
PROPQUEST_SCENARIO_INC_000484,"Thank you, I am in your debt.","Thank you, I am in your debt."
PROPQUEST_SCENARIO_INC_000485,You can not understand the implications of this quest… He needs this book!,You can not understand the implications of this quest… He needs this book!
PROPQUEST_SCENARIO_INC_000486,"You seem to have something important to say, what is it?","You seem to have something important to say, what is it?"
PROPQUEST_SCENARIO_INC_000487,OH MY! I can't believe this! The diary of the adventurer Bartholomew Hunt…,OH MY! I can't believe this! The diary of the adventurer Bartholomew Hunt…
PROPQUEST_SCENARIO_INC_000488,Deliver the Diary to the Mayor of Darkon.,Deliver the Diary to the Mayor of Darkon.
